Container_ID,Name,CPU_percentage,Mem_usage,/,Mem_Limit,Mem_percentage,Net_I,/,Net_O,Block_I,/,Block_O,PIDS,Time_stamp
9ad60aa0dcf5,algorand-sandbox-indexer,0.00%,46.77MiB,/,7.668GiB,0.60%,18.4kB,/,16.8kB,0B,/,0B,10,1686371158.177474
6d97ff92d1ec,algorand-sandbox-algod,18.85%,74.19MiB,/,7.668GiB,0.94%,3.27kB,/,8.23kB,0B,/,164kB,22,1686371158.177474
3ae22cdad77a,algorand-sandbox-postgres,0.31%,19.87MiB,/,7.668GiB,0.25%,14.5kB,/,8.75kB,0B,/,28.7kB,9,1686371158.177474
9ad60aa0dcf5,algorand-sandbox-indexer,0.00%,46.77MiB,/,7.668GiB,0.60%,18.4kB,/,16.8kB,0B,/,0B,10,1686371160.18258
6d97ff92d1ec,algorand-sandbox-algod,69.50%,171.1MiB,/,7.668GiB,2.18%,258kB,/,387kB,0B,/,164kB,23,1686371160.18258
3ae22cdad77a,algorand-sandbox-postgres,0.05%,19.87MiB,/,7.668GiB,0.25%,14.6kB,/,8.75kB,0B,/,217kB,9,1686371160.18258
9ad60aa0dcf5,algorand-sandbox-indexer,0.00%,46.96MiB,/,7.668GiB,0.60%,27.3kB,/,31kB,0B,/,0B,10,1686371162.191227
6d97ff92d1ec,algorand-sandbox-algod,72.44%,172.8MiB,/,7.668GiB,2.20%,543kB,/,828kB,0B,/,164kB,23,1686371162.191227
3ae22cdad77a,algorand-sandbox-postgres,0.04%,19.87MiB,/,7.668GiB,0.25%,28.1kB,/,13.9kB,0B,/,217kB,9,1686371162.191227
9ad60aa0dcf5,algorand-sandbox-indexer,0.73%,48.48MiB,/,7.668GiB,0.62%,42.7kB,/,60.4kB,0B,/,0B,10,1686371164.208048
6d97ff92d1ec,algorand-sandbox-algod,78.27%,175.8MiB,/,7.668GiB,2.24%,828kB,/,1.29MB,0B,/,164kB,23,1686371164.208048
3ae22cdad77a,algorand-sandbox-postgres,0.49%,20.11MiB,/,7.668GiB,0.26%,56.9kB,/,18.9kB,0B,/,217kB,9,1686371164.208048
9ad60aa0dcf5,algorand-sandbox-indexer,0.00%,48.48MiB,/,7.668GiB,0.62%,42.7kB,/,60.4kB,0B,/,0B,10,1686371166.2198179
6d97ff92d1ec,algorand-sandbox-algod,75.30%,176.1MiB,/,7.668GiB,2.24%,1.1MB,/,1.71MB,0B,/,164kB,23,1686371166.2198179
3ae22cdad77a,algorand-sandbox-postgres,0.02%,20.11MiB,/,7.668GiB,0.26%,56.9kB,/,18.9kB,0B,/,217kB,9,1686371166.2198179
9ad60aa0dcf5,algorand-sandbox-indexer,0.00%,49.59MiB,/,7.668GiB,0.63%,56.4kB,/,87.5kB,0B,/,0B,10,1686371168.230996
6d97ff92d1ec,algorand-sandbox-algod,70.38%,178MiB,/,7.668GiB,2.27%,1.37MB,/,2.13MB,0B,/,184kB,23,1686371168.230996
3ae22cdad77a,algorand-sandbox-postgres,0.15%,20.19MiB,/,7.668GiB,0.26%,83.3kB,/,24kB,0B,/,217kB,9,1686371168.230996
9ad60aa0dcf5,algorand-sandbox-indexer,0.00%,49.59MiB,/,7.668GiB,0.63%,56.4kB,/,87.5kB,0B,/,0B,10,1686371170.24425
6d97ff92d1ec,algorand-sandbox-algod,79.30%,182.2MiB,/,7.668GiB,2.32%,1.66MB,/,2.57MB,0B,/,184kB,23,1686371170.24425
3ae22cdad77a,algorand-sandbox-postgres,0.05%,20.19MiB,/,7.668GiB,0.26%,83.4kB,/,24kB,0B,/,217kB,9,1686371170.24425
9ad60aa0dcf5,algorand-sandbox-indexer,0.00%,51.01MiB,/,7.668GiB,0.65%,70.6kB,/,115kB,0B,/,65.5kB,10,1686371172.267222
6d97ff92d1ec,algorand-sandbox-algod,44.78%,183.4MiB,/,7.668GiB,2.34%,1.84MB,/,2.88MB,0B,/,242kB,23,1686371172.267222
3ae22cdad77a,algorand-sandbox-postgres,0.06%,20.2MiB,/,7.668GiB,0.26%,110kB,/,29kB,0B,/,217kB,9,1686371172.267222
9ad60aa0dcf5,algorand-sandbox-indexer,0.58%,52.39MiB,/,7.668GiB,0.67%,84.5kB,/,141kB,0B,/,65.5kB,10,1686371174.2819588
6d97ff92d1ec,algorand-sandbox-algod,50.11%,183.4MiB,/,7.668GiB,2.34%,1.97MB,/,3.1MB,0B,/,319kB,23,1686371174.2819588
3ae22cdad77a,algorand-sandbox-postgres,0.43%,20.23MiB,/,7.668GiB,0.26%,136kB,/,34.1kB,0B,/,217kB,9,1686371174.2819588
9ad60aa0dcf5,algorand-sandbox-indexer,0.07%,44.47MiB,/,7.668GiB,0.57%,8.25kB,/,4.44kB,0B,/,0B,10,1686371180.1566348
6d97ff92d1ec,algorand-sandbox-algod,16.28%,69.22MiB,/,7.668GiB,0.88%,2.6kB,/,4.52kB,0B,/,164kB,20,1686371180.1566348
3ae22cdad77a,algorand-sandbox-postgres,0.21%,18.28MiB,/,7.668GiB,0.23%,2.84kB,/,2.23kB,0B,/,28.7kB,8,1686371180.1566348
9ad60aa0dcf5,algorand-sandbox-indexer,0.00%,44.89MiB,/,7.668GiB,0.57%,18.1kB,/,17.3kB,0B,/,0B,10,1686371182.168451
6d97ff92d1ec,algorand-sandbox-algod,32.00%,148.5MiB,/,7.668GiB,1.89%,34.5kB,/,50.2kB,0B,/,233kB,22,1686371182.168451
3ae22cdad77a,algorand-sandbox-postgres,0.10%,19.94MiB,/,7.668GiB,0.25%,15kB,/,8.35kB,0B,/,217kB,9,1686371182.168451
9ad60aa0dcf5,algorand-sandbox-indexer,0.48%,45.13MiB,/,7.668GiB,0.57%,27.3kB,/,31kB,0B,/,0B,10,1686371184.183458
6d97ff92d1ec,algorand-sandbox-algod,94.60%,173.5MiB,/,7.668GiB,2.21%,317kB,/,480kB,0B,/,233kB,24,1686371184.183458
3ae22cdad77a,algorand-sandbox-postgres,0.40%,19.94MiB,/,7.668GiB,0.25%,28.1kB,/,13.8kB,0B,/,217kB,9,1686371184.183458
9ad60aa0dcf5,algorand-sandbox-indexer,0.00%,45.13MiB,/,7.668GiB,0.57%,27.3kB,/,31kB,0B,/,0B,10,1686371186.195571
6d97ff92d1ec,algorand-sandbox-algod,88.75%,174.1MiB,/,7.668GiB,2.22%,618kB,/,944kB,0B,/,233kB,24,1686371186.195571
3ae22cdad77a,algorand-sandbox-postgres,0.04%,19.94MiB,/,7.668GiB,0.25%,28.1kB,/,13.8kB,0B,/,217kB,9,1686371186.195571
9ad60aa0dcf5,algorand-sandbox-indexer,0.00%,46.45MiB,/,7.668GiB,0.59%,42.5kB,/,60.4kB,0B,/,0B,10,1686371188.2130282
6d97ff92d1ec,algorand-sandbox-algod,72.54%,175MiB,/,7.668GiB,2.23%,880kB,/,1.36MB,0B,/,295kB,24,1686371188.2130282
3ae22cdad77a,algorand-sandbox-postgres,0.40%,20.18MiB,/,7.668GiB,0.26%,57kB,/,18.9kB,0B,/,217kB,9,1686371188.2130282
9ad60aa0dcf5,algorand-sandbox-indexer,0.00%,46.45MiB,/,7.668GiB,0.59%,42.5kB,/,60.4kB,0B,/,0B,10,1686371190.223163
6d97ff92d1ec,algorand-sandbox-algod,87.72%,178.9MiB,/,7.668GiB,2.28%,1.15MB,/,1.78MB,0B,/,295kB,24,1686371190.223163
3ae22cdad77a,algorand-sandbox-postgres,0.03%,20.18MiB,/,7.668GiB,0.26%,57kB,/,18.9kB,0B,/,217kB,9,1686371190.223163
9ad60aa0dcf5,algorand-sandbox-indexer,0.00%,47.71MiB,/,7.668GiB,0.61%,56.5kB,/,88.3kB,0B,/,20.5kB,10,1686371192.237097
6d97ff92d1ec,algorand-sandbox-algod,85.62%,179.6MiB,/,7.668GiB,2.29%,1.42MB,/,2.21MB,0B,/,295kB,24,1686371192.237097
3ae22cdad77a,algorand-sandbox-postgres,0.16%,20.26MiB,/,7.668GiB,0.26%,84.2kB,/,23.9kB,0B,/,217kB,9,1686371192.237097
9ad60aa0dcf5,algorand-sandbox-indexer,0.66%,48.89MiB,/,7.668GiB,0.62%,70.1kB,/,114kB,0B,/,41kB,10,1686371194.245677
6d97ff92d1ec,algorand-sandbox-algod,103.28%,179.7MiB,/,7.668GiB,2.29%,1.71MB,/,2.67MB,0B,/,397kB,24,1686371194.245677
3ae22cdad77a,algorand-sandbox-postgres,0.41%,20.31MiB,/,7.668GiB,0.26%,110kB,/,28.9kB,0B,/,217kB,9,1686371194.245677
9ad60aa0dcf5,algorand-sandbox-indexer,0.00%,48.88MiB,/,7.668GiB,0.62%,70.1kB,/,114kB,0B,/,41kB,10,1686371196.2599611
6d97ff92d1ec,algorand-sandbox-algod,54.48%,179.7MiB,/,7.668GiB,2.29%,1.85MB,/,2.89MB,0B,/,397kB,24,1686371196.2599611
3ae22cdad77a,algorand-sandbox-postgres,0.06%,20.3MiB,/,7.668GiB,0.26%,110kB,/,28.9kB,0B,/,217kB,9,1686371196.2599611
9ad60aa0dcf5,algorand-sandbox-indexer,0.70%,50.03MiB,/,7.668GiB,0.64%,84.3kB,/,142kB,0B,/,65.5kB,10,1686371198.278246
6d97ff92d1ec,algorand-sandbox-algod,38.15%,180MiB,/,7.668GiB,2.29%,1.95MB,/,3.07MB,0B,/,455kB,24,1686371198.278246
3ae22cdad77a,algorand-sandbox-postgres,0.52%,20.32MiB,/,7.668GiB,0.26%,136kB,/,34kB,0B,/,217kB,9,1686371198.278246
9ad60aa0dcf5,algorand-sandbox-indexer,0.00%,50.03MiB,/,7.668GiB,0.64%,84.3kB,/,142kB,0B,/,65.5kB,10,1686371200.310611
6d97ff92d1ec,algorand-sandbox-algod,30.57%,180MiB,/,7.668GiB,2.29%,1.96MB,/,3.08MB,0B,/,455kB,24,1686371200.310611
3ae22cdad77a,algorand-sandbox-postgres,0.09%,20.32MiB,/,7.668GiB,0.26%,136kB,/,34kB,0B,/,217kB,9,1686371200.310611
9ad60aa0dcf5,algorand-sandbox-indexer,0.16%,48.47MiB,/,7.668GiB,0.62%,12.6kB,/,6.19kB,0B,/,0B,11,1686371208.3075058
6d97ff92d1ec,algorand-sandbox-algod,11.21%,72.34MiB,/,7.668GiB,0.92%,3.34kB,/,8.16kB,0B,/,164kB,22,1686371208.3075058
3ae22cdad77a,algorand-sandbox-postgres,0.88%,19.91MiB,/,7.668GiB,0.25%,15.5kB,/,8.75kB,0B,/,32.8kB,9,1686371208.3075058
9ad60aa0dcf5,algorand-sandbox-indexer,0.00%,48.59MiB,/,7.668GiB,0.62%,18.4kB,/,17.8kB,0B,/,0B,11,1686371210.328959
6d97ff92d1ec,algorand-sandbox-algod,73.13%,177.3MiB,/,7.668GiB,2.26%,101kB,/,148kB,0B,/,164kB,22,1686371210.328959
3ae22cdad77a,algorand-sandbox-postgres,0.05%,19.91MiB,/,7.668GiB,0.25%,15.5kB,/,8.75kB,0B,/,213kB,9,1686371210.328959
9ad60aa0dcf5,algorand-sandbox-indexer,0.00%,48.66MiB,/,7.668GiB,0.62%,27.5kB,/,30.9kB,0B,/,0B,11,1686371212.344356
6d97ff92d1ec,algorand-sandbox-algod,91.54%,178.5MiB,/,7.668GiB,2.27%,372kB,/,564kB,0B,/,164kB,23,1686371212.344356
3ae22cdad77a,algorand-sandbox-postgres,0.05%,19.91MiB,/,7.668GiB,0.25%,27.9kB,/,14.2kB,0B,/,213kB,9,1686371212.344356
9ad60aa0dcf5,algorand-sandbox-indexer,0.90%,49.6MiB,/,7.668GiB,0.63%,41.2kB,/,58.2kB,0B,/,65.5kB,11,1686371214.3550332
6d97ff92d1ec,algorand-sandbox-algod,105.09%,179.4MiB,/,7.668GiB,2.28%,638kB,/,986kB,0B,/,184kB,24,1686371214.3550332
3ae22cdad77a,algorand-sandbox-postgres,0.55%,20.16MiB,/,7.668GiB,0.26%,54.5kB,/,19.3kB,0B,/,213kB,9,1686371214.3550332
9ad60aa0dcf5,algorand-sandbox-indexer,0.00%,49.59MiB,/,7.668GiB,0.63%,41.2kB,/,58.2kB,0B,/,65.5kB,11,1686371216.3644748
6d97ff92d1ec,algorand-sandbox-algod,92.17%,179.5MiB,/,7.668GiB,2.29%,900kB,/,1.39MB,0B,/,184kB,24,1686371216.3644748
3ae22cdad77a,algorand-sandbox-postgres,0.02%,20.15MiB,/,7.668GiB,0.26%,54.5kB,/,19.3kB,0B,/,213kB,9,1686371216.3644748
9ad60aa0dcf5,algorand-sandbox-indexer,0.68%,50.79MiB,/,7.668GiB,0.65%,55.3kB,/,84.3kB,0B,/,65.5kB,11,1686371218.383657
6d97ff92d1ec,algorand-sandbox-algod,107.30%,186.1MiB,/,7.668GiB,2.37%,1.17MB,/,1.83MB,0B,/,209kB,24,1686371218.383657
3ae22cdad77a,algorand-sandbox-postgres,0.55%,20.21MiB,/,7.668GiB,0.26%,80kB,/,24.3kB,0B,/,213kB,9,1686371218.383657
9ad60aa0dcf5,algorand-sandbox-indexer,0.00%,50.79MiB,/,7.668GiB,0.65%,55.4kB,/,84.3kB,0B,/,65.5kB,11,1686371220.39342
6d97ff92d1ec,algorand-sandbox-algod,96.65%,190.2MiB,/,7.668GiB,2.42%,1.43MB,/,2.23MB,0B,/,209kB,24,1686371220.39342
3ae22cdad77a,algorand-sandbox-postgres,0.05%,20.26MiB,/,7.668GiB,0.26%,80.1kB,/,24.3kB,0B,/,213kB,9,1686371220.39342
9ad60aa0dcf5,algorand-sandbox-indexer,0.00%,51.86MiB,/,7.668GiB,0.66%,69.1kB,/,110kB,0B,/,139kB,11,1686371222.4081888
6d97ff92d1ec,algorand-sandbox-algod,79.12%,190.7MiB,/,7.668GiB,2.43%,1.68MB,/,2.61MB,0B,/,262kB,24,1686371222.4081888
3ae22cdad77a,algorand-sandbox-postgres,0.06%,20.28MiB,/,7.668GiB,0.26%,106kB,/,29.3kB,0B,/,213kB,9,1686371222.4081888
9ad60aa0dcf5,algorand-sandbox-indexer,0.00%,51.86MiB,/,7.668GiB,0.66%,69.1kB,/,110kB,0B,/,139kB,11,1686371224.418029
6d97ff92d1ec,algorand-sandbox-algod,64.24%,183.7MiB,/,7.668GiB,2.34%,1.82MB,/,2.85MB,0B,/,262kB,24,1686371224.418029
3ae22cdad77a,algorand-sandbox-postgres,0.06%,20.28MiB,/,7.668GiB,0.26%,106kB,/,29.3kB,0B,/,213kB,9,1686371224.418029
9ad60aa0dcf5,algorand-sandbox-indexer,0.00%,52.95MiB,/,7.668GiB,0.67%,83kB,/,138kB,0B,/,139kB,11,1686371226.434486
6d97ff92d1ec,algorand-sandbox-algod,35.29%,183.8MiB,/,7.668GiB,2.34%,1.9MB,/,2.99MB,0B,/,340kB,24,1686371226.434486
3ae22cdad77a,algorand-sandbox-postgres,0.06%,20.29MiB,/,7.668GiB,0.26%,133kB,/,34.4kB,0B,/,213kB,9,1686371226.434486
9ad60aa0dcf5,algorand-sandbox-indexer,0.64%,53.42MiB,/,7.668GiB,0.68%,93.5kB,/,157kB,0B,/,205kB,11,1686371228.4664588
6d97ff92d1ec,algorand-sandbox-algod,37.43%,183.8MiB,/,7.668GiB,2.34%,1.96MB,/,3.08MB,0B,/,414kB,24,1686371228.4664588
3ae22cdad77a,algorand-sandbox-postgres,0.46%,20.34MiB,/,7.668GiB,0.26%,150kB,/,39.4kB,0B,/,213kB,9,1686371228.4664588
9ad60aa0dcf5,algorand-sandbox-indexer,0.00%,46.02MiB,/,7.668GiB,0.59%,8.53kB,/,4.44kB,0B,/,0B,11,1686371233.68056
6d97ff92d1ec,algorand-sandbox-algod,9.28%,69.06MiB,/,7.668GiB,0.88%,2.6kB,/,4.52kB,0B,/,164kB,20,1686371233.68056
3ae22cdad77a,algorand-sandbox-postgres,0.70%,18.33MiB,/,7.668GiB,0.23%,2.84kB,/,2.63kB,0B,/,28.7kB,8,1686371233.68056
9ad60aa0dcf5,algorand-sandbox-indexer,0.00%,46.46MiB,/,7.668GiB,0.59%,18.4kB,/,19.4kB,0B,/,0B,11,1686371235.693013
6d97ff92d1ec,algorand-sandbox-algod,12.87%,77.55MiB,/,7.668GiB,0.99%,5.3kB,/,10.5kB,0B,/,164kB,23,1686371235.693013
3ae22cdad77a,algorand-sandbox-postgres,0.12%,19.99MiB,/,7.668GiB,0.25%,17.1kB,/,8.81kB,0B,/,217kB,9,1686371235.693013
9ad60aa0dcf5,algorand-sandbox-indexer,0.00%,46.46MiB,/,7.668GiB,0.59%,18.5kB,/,19.4kB,0B,/,0B,11,1686371237.707111
6d97ff92d1ec,algorand-sandbox-algod,94.37%,170.9MiB,/,7.668GiB,2.18%,234kB,/,348kB,0B,/,164kB,23,1686371237.707111
3ae22cdad77a,algorand-sandbox-postgres,0.05%,19.98MiB,/,7.668GiB,0.25%,17.2kB,/,8.81kB,0B,/,217kB,9,1686371237.707111
9ad60aa0dcf5,algorand-sandbox-indexer,0.00%,46.89MiB,/,7.668GiB,0.60%,27.6kB,/,31.1kB,0B,/,0B,11,1686371239.716186
6d97ff92d1ec,algorand-sandbox-algod,94.56%,175MiB,/,7.668GiB,2.23%,475kB,/,722kB,0B,/,164kB,24,1686371239.716186
3ae22cdad77a,algorand-sandbox-postgres,0.05%,19.98MiB,/,7.668GiB,0.25%,28.2kB,/,14.2kB,0B,/,217kB,9,1686371239.716186
9ad60aa0dcf5,algorand-sandbox-indexer,0.67%,48.57MiB,/,7.668GiB,0.62%,42.6kB,/,61.4kB,0B,/,20.5kB,11,1686371241.7364302
6d97ff92d1ec,algorand-sandbox-algod,101.12%,180.2MiB,/,7.668GiB,2.29%,719kB,/,1.12MB,0B,/,164kB,24,1686371241.7364302
3ae22cdad77a,algorand-sandbox-postgres,0.46%,20.23MiB,/,7.668GiB,0.26%,57.8kB,/,19.3kB,0B,/,217kB,9,1686371241.7364302
9ad60aa0dcf5,algorand-sandbox-indexer,0.00%,48.57MiB,/,7.668GiB,0.62%,42.6kB,/,61.4kB,0B,/,20.5kB,11,1686371243.742559
6d97ff92d1ec,algorand-sandbox-algod,93.03%,180.3MiB,/,7.668GiB,2.30%,947kB,/,1.46MB,0B,/,164kB,24,1686371243.742559
3ae22cdad77a,algorand-sandbox-postgres,0.04%,20.23MiB,/,7.668GiB,0.26%,57.8kB,/,19.3kB,0B,/,217kB,9,1686371243.742559
9ad60aa0dcf5,algorand-sandbox-indexer,0.00%,49.59MiB,/,7.668GiB,0.63%,55.9kB,/,85.4kB,0B,/,41kB,11,1686371245.756704
6d97ff92d1ec,algorand-sandbox-algod,90.84%,181.8MiB,/,7.668GiB,2.32%,1.18MB,/,1.84MB,0B,/,164kB,24,1686371245.756704
3ae22cdad77a,algorand-sandbox-postgres,0.15%,20.3MiB,/,7.668GiB,0.26%,81.3kB,/,24.4kB,0B,/,217kB,9,1686371245.756704
9ad60aa0dcf5,algorand-sandbox-indexer,0.00%,49.59MiB,/,7.668GiB,0.63%,55.9kB,/,85.4kB,0B,/,41kB,11,1686371247.763869
6d97ff92d1ec,algorand-sandbox-algod,95.05%,181.9MiB,/,7.668GiB,2.32%,1.42MB,/,2.21MB,0B,/,164kB,24,1686371247.763869
3ae22cdad77a,algorand-sandbox-postgres,0.04%,20.3MiB,/,7.668GiB,0.26%,81.3kB,/,24.4kB,0B,/,217kB,9,1686371247.763869
9ad60aa0dcf5,algorand-sandbox-indexer,0.00%,50.7MiB,/,7.668GiB,0.65%,69.5kB,/,112kB,0B,/,61.4kB,11,1686371249.776447
6d97ff92d1ec,algorand-sandbox-algod,79.07%,182.7MiB,/,7.668GiB,2.33%,1.63MB,/,2.54MB,0B,/,197kB,24,1686371249.776447
3ae22cdad77a,algorand-sandbox-postgres,0.05%,20.34MiB,/,7.668GiB,0.26%,107kB,/,29.4kB,0B,/,217kB,9,1686371249.776447
9ad60aa0dcf5,algorand-sandbox-indexer,0.58%,51.82MiB,/,7.668GiB,0.66%,83.2kB,/,139kB,0B,/,81.9kB,11,1686371251.791219
6d97ff92d1ec,algorand-sandbox-algod,67.19%,186.9MiB,/,7.668GiB,2.38%,1.77MB,/,2.77MB,0B,/,254kB,24,1686371251.791219
3ae22cdad77a,algorand-sandbox-postgres,0.42%,20.36MiB,/,7.668GiB,0.26%,133kB,/,34.4kB,0B,/,217kB,9,1686371251.791219
9ad60aa0dcf5,algorand-sandbox-indexer,0.00%,51.82MiB,/,7.668GiB,0.66%,83.2kB,/,139kB,0B,/,81.9kB,11,1686371253.807143
6d97ff92d1ec,algorand-sandbox-algod,34.31%,186.9MiB,/,7.668GiB,2.38%,1.83MB,/,2.87MB,0B,/,254kB,24,1686371253.807143
3ae22cdad77a,algorand-sandbox-postgres,0.07%,20.36MiB,/,7.668GiB,0.26%,133kB,/,34.4kB,0B,/,217kB,9,1686371253.807143
9ad60aa0dcf5,algorand-sandbox-indexer,0.61%,52.43MiB,/,7.668GiB,0.67%,93.7kB,/,157kB,0B,/,102kB,11,1686371255.854984
6d97ff92d1ec,algorand-sandbox-algod,26.03%,186.9MiB,/,7.668GiB,2.38%,1.87MB,/,2.94MB,0B,/,377kB,24,1686371255.854984
3ae22cdad77a,algorand-sandbox-postgres,0.47%,20.37MiB,/,7.668GiB,0.26%,151kB,/,39.5kB,0B,/,217kB,9,1686371255.854984
9ad60aa0dcf5,algorand-sandbox-indexer,0.02%,46.39MiB,/,7.668GiB,0.59%,8.64kB,/,4.44kB,0B,/,0B,11,1686371261.03456
6d97ff92d1ec,algorand-sandbox-algod,21.65%,69.47MiB,/,7.668GiB,0.88%,2.6kB,/,4.52kB,0B,/,164kB,22,1686371261.03456
3ae22cdad77a,algorand-sandbox-postgres,0.14%,18.3MiB,/,7.668GiB,0.23%,2.84kB,/,2.63kB,0B,/,28.7kB,8,1686371261.03456
9ad60aa0dcf5,algorand-sandbox-indexer,0.00%,46.77MiB,/,7.668GiB,0.60%,18.5kB,/,17.7kB,0B,/,0B,11,1686371263.058389
6d97ff92d1ec,algorand-sandbox-algod,45.93%,161.3MiB,/,7.668GiB,2.05%,41.1kB,/,59.6kB,0B,/,164kB,25,1686371263.058389
3ae22cdad77a,algorand-sandbox-postgres,0.25%,19.94MiB,/,7.668GiB,0.25%,15.5kB,/,8.75kB,0B,/,217kB,9,1686371263.058389
9ad60aa0dcf5,algorand-sandbox-indexer,0.46%,46.87MiB,/,7.668GiB,0.60%,27.2kB,/,30.5kB,0B,/,0B,11,1686371265.062876
6d97ff92d1ec,algorand-sandbox-algod,107.86%,172.6MiB,/,7.668GiB,2.20%,258kB,/,389kB,0B,/,164kB,25,1686371265.062876
3ae22cdad77a,algorand-sandbox-postgres,0.40%,19.95MiB,/,7.668GiB,0.25%,27.7kB,/,13.7kB,0B,/,217kB,9,1686371265.062876
9ad60aa0dcf5,algorand-sandbox-indexer,0.00%,46.87MiB,/,7.668GiB,0.60%,27.2kB,/,30.5kB,0B,/,0B,11,1686371267.075362
6d97ff92d1ec,algorand-sandbox-algod,97.84%,177.5MiB,/,7.668GiB,2.26%,479kB,/,727kB,0B,/,164kB,25,1686371267.075362
3ae22cdad77a,algorand-sandbox-postgres,0.04%,19.95MiB,/,7.668GiB,0.25%,27.7kB,/,13.7kB,0B,/,217kB,9,1686371267.075362
9ad60aa0dcf5,algorand-sandbox-indexer,0.00%,47.38MiB,/,7.668GiB,0.60%,41.6kB,/,58.3kB,0B,/,86kB,11,1686371269.088562
6d97ff92d1ec,algorand-sandbox-algod,93.13%,177.9MiB,/,7.668GiB,2.27%,699kB,/,1.08MB,0B,/,184kB,25,1686371269.088562
3ae22cdad77a,algorand-sandbox-postgres,0.04%,20.19MiB,/,7.668GiB,0.26%,54.7kB,/,18.7kB,0B,/,217kB,9,1686371269.088562
9ad60aa0dcf5,algorand-sandbox-indexer,0.00%,47.38MiB,/,7.668GiB,0.60%,41.7kB,/,58.3kB,0B,/,86kB,11,1686371271.099972
6d97ff92d1ec,algorand-sandbox-algod,99.34%,178MiB,/,7.668GiB,2.27%,920kB,/,1.42MB,0B,/,184kB,25,1686371271.099972
3ae22cdad77a,algorand-sandbox-postgres,0.03%,20.19MiB,/,7.668GiB,0.26%,54.8kB,/,18.7kB,0B,/,217kB,9,1686371271.099972
9ad60aa0dcf5,algorand-sandbox-indexer,0.00%,47.82MiB,/,7.668GiB,0.61%,54.7kB,/,83.7kB,0B,/,86kB,11,1686371273.1116538
6d97ff92d1ec,algorand-sandbox-algod,97.58%,182.7MiB,/,7.668GiB,2.33%,1.14MB,/,1.77MB,0B,/,205kB,25,1686371273.1116538
3ae22cdad77a,algorand-sandbox-postgres,0.17%,20.27MiB,/,7.668GiB,0.26%,79.6kB,/,23.8kB,0B,/,217kB,9,1686371273.1116538
9ad60aa0dcf5,algorand-sandbox-indexer,0.66%,49.05MiB,/,7.668GiB,0.62%,68.4kB,/,111kB,0B,/,152kB,11,1686371275.122676
6d97ff92d1ec,algorand-sandbox-algod,110.25%,185.3MiB,/,7.668GiB,2.36%,1.36MB,/,2.13MB,0B,/,258kB,25,1686371275.122676
3ae22cdad77a,algorand-sandbox-postgres,0.41%,20.3MiB,/,7.668GiB,0.26%,106kB,/,28.9kB,0B,/,217kB,9,1686371275.122676
9ad60aa0dcf5,algorand-sandbox-indexer,0.00%,49.05MiB,/,7.668GiB,0.62%,68.4kB,/,111kB,0B,/,152kB,11,1686371277.145733
6d97ff92d1ec,algorand-sandbox-algod,84.80%,185.5MiB,/,7.668GiB,2.36%,1.56MB,/,2.43MB,0B,/,258kB,25,1686371277.145733
3ae22cdad77a,algorand-sandbox-postgres,0.05%,20.31MiB,/,7.668GiB,0.26%,106kB,/,28.9kB,0B,/,217kB,9,1686371277.145733
9ad60aa0dcf5,algorand-sandbox-indexer,0.59%,49.96MiB,/,7.668GiB,0.64%,81.6kB,/,135kB,0B,/,152kB,11,1686371279.154142
6d97ff92d1ec,algorand-sandbox-algod,61.36%,185.7MiB,/,7.668GiB,2.36%,1.69MB,/,2.65MB,0B,/,332kB,25,1686371279.154142
3ae22cdad77a,algorand-sandbox-postgres,0.47%,20.31MiB,/,7.668GiB,0.26%,129kB,/,33.9kB,0B,/,217kB,9,1686371279.154142
9ad60aa0dcf5,algorand-sandbox-indexer,0.00%,49.96MiB,/,7.668GiB,0.64%,81.6kB,/,135kB,0B,/,152kB,11,1686371281.167568
6d97ff92d1ec,algorand-sandbox-algod,45.18%,185.8MiB,/,7.668GiB,2.37%,1.77MB,/,2.78MB,0B,/,332kB,25,1686371281.167568
3ae22cdad77a,algorand-sandbox-postgres,0.05%,20.32MiB,/,7.668GiB,0.26%,129kB,/,33.9kB,0B,/,217kB,9,1686371281.167568
9ad60aa0dcf5,algorand-sandbox-indexer,0.79%,46.7MiB,/,7.668GiB,0.59%,18.3kB,/,17.1kB,0B,/,0B,11,1686371288.3789701
6d97ff92d1ec,algorand-sandbox-algod,40.04%,73.34MiB,/,7.668GiB,0.93%,3.27kB,/,8.23kB,0B,/,164kB,23,1686371288.3789701
3ae22cdad77a,algorand-sandbox-postgres,0.20%,18.26MiB,/,7.668GiB,0.23%,2.84kB,/,2.37kB,0B,/,32.8kB,8,1686371288.3789701
9ad60aa0dcf5,algorand-sandbox-indexer,0.00%,46.7MiB,/,7.668GiB,0.59%,18.3kB,/,17.1kB,0B,/,0B,11,1686371290.3849878
6d97ff92d1ec,algorand-sandbox-algod,84.37%,171MiB,/,7.668GiB,2.18%,84.2kB,/,123kB,0B,/,164kB,23,1686371290.3849878
3ae22cdad77a,algorand-sandbox-postgres,0.06%,19.93MiB,/,7.668GiB,0.25%,14.9kB,/,8.55kB,0B,/,213kB,9,1686371290.3849878
9ad60aa0dcf5,algorand-sandbox-indexer,0.33%,46.8MiB,/,7.668GiB,0.60%,27.5kB,/,31.3kB,0B,/,0B,11,1686371292.395583
